id, 'buying', 'maint', 'doors', 'persons', 'lug_boot', 'safety', 'label'
249,3,1,1,0,2,0,unacc
250,3,1,1,0,2,1,unacc
251,3,1,1,0,2,2,unacc
252,3,1,1,1,0,0,unacc
253,3,1,1,1,0,1,unacc
254,3,1,1,1,0,2,acc
255,3,1,1,1,1,0,unacc
256,3,1,1,1,1,1,unacc
257,3,1,1,1,1,2,acc
258,3,1,1,1,2,0,unacc
259,3,1,1,1,2,1,acc
260,3,1,1,1,2,2,acc
261,3,1,1,2,0,0,unacc
262,3,1,1,2,0,1,unacc
263,3,1,1,2,0,2,acc
264,3,1,1,2,1,0,unacc
265,3,1,1,2,1,1,acc
266,3,1,1,2,1,2,acc
267,3,1,1,2,2,0,unacc
268,3,1,1,2,2,1,acc
269,3,1,1,2,2,2,acc
270,3,1,2,0,0,0,unacc
271,3,1,2,0,0,1,unacc
272,3,1,2,0,0,2,unacc
273,3,1,2,0,1,0,unacc
274,3,1,2,0,1,1,unacc
275,3,1,2,0,1,2,unacc
276,3,1,2,0,2,0,unacc
277,3,1,2,0,2,1,unacc
278,3,1,2,0,2,2,unacc
279,3,1,2,1,0,0,unacc
280,3,1,2,1,0,1,unacc
281,3,1,2,1,0,2,acc
282,3,1,2,1,1,0,unacc
283,3,1,2,1,1,1,acc
284,3,1,2,1,1,2,acc
285,3,1,2,1,2,0,unacc
286,3,1,2,1,2,1,acc
287,3,1,2,1,2,2,acc
288,3,1,2,2,0,0,unacc
289,3,1,2,2,0,1,unacc
290,3,1,2,2,0,2,acc
291,3,1,2,2,1,0,unacc
292,3,1,2,2,1,1,acc
293,3,1,2,2,1,2,acc
294,3,1,2,2,2,0,unacc
295,3,1,2,2,2,1,acc
296,3,1,2,2,2,2,acc
297,3,1,3,0,0,0,unacc
298,3,1,3,0,0,1,unacc
299,3,1,3,0,0,2,unacc
300,3,1,3,0,1,0,unacc
301,3,1,3,0,1,1,unacc
302,3,1,3,0,1,2,unacc
303,3,1,3,0,2,0,unacc
304,3,1,3,0,2,1,unacc
305,3,1,3,0,2,2,unacc
306,3,1,3,1,0,0,unacc
307,3,1,3,1,0,1,unacc
308,3,1,3,1,0,2,acc
309,3,1,3,1,1,0,unacc
310,3,1,3,1,1,1,acc
311,3,1,3,1,1,2,acc
312,3,1,3,1,2,0,unacc
313,3,1,3,1,2,1,acc
314,3,1,3,1,2,2,acc
315,3,1,3,2,0,0,unacc
316,3,1,3,2,0,1,unacc
317,3,1,3,2,0,2,acc
318,3,1,3,2,1,0,unacc
319,3,1,3,2,1,1,acc
320,3,1,3,2,1,2,acc
321,3,1,3,2,2,0,unacc
322,3,1,3,2,2,1,acc
323,3,1,3,2,2,2,acc
324,3,0,0,0,0,0,unacc
325,3,0,0,0,0,1,unacc
326,3,0,0,0,0,2,unacc
327,3,0,0,0,1,0,unacc
328,3,0,0,0,1,1,unacc
329,3,0,0,0,1,2,unacc
330,3,0,0,0,2,0,unacc
331,3,0,0,0,2,1,unacc
332,3,0,0,0,2,2,unacc
333,3,0,0,1,0,0,unacc
334,3,0,0,1,0,1,unacc
335,3,0,0,1,0,2,acc
336,3,0,0,1,1,0,unacc
337,3,0,0,1,1,1,unacc
338,3,0,0,1,1,2,acc
339,3,0,0,1,2,0,unacc
340,3,0,0,1,2,1,acc
341,3,0,0,1,2,2,acc
342,3,0,0,2,0,0,unacc
343,3,0,0,2,0,1,unacc
344,3,0,0,2,0,2,unacc
345,3,0,0,2,1,0,unacc
346,3,0,0,2,1,1,unacc
347,3,0,0,2,1,2,acc
348,3,0,0,2,2,0,unacc
349,3,0,0,2,2,1,acc
350,3,0,0,2,2,2,acc
351,3,0,1,0,0,0,unacc
352,3,0,1,0,0,1,unacc
353,3,0,1,0,0,2,unacc
354,3,0,1,0,1,0,unacc
355,3,0,1,0,1,1,unacc
356,3,0,1,0,1,2,unacc
357,3,0,1,0,2,0,unacc
358,3,0,1,0,2,1,unacc
359,3,0,1,0,2,2,unacc
360,3,0,1,1,0,0,unacc
361,3,0,1,1,0,1,unacc
362,3,0,1,1,0,2,acc
363,3,0,1,1,1,0,unacc
364,3,0,1,1,1,1,unacc
365,3,0,1,1,1,2,acc
366,3,0,1,1,2,0,unacc
367,3,0,1,1,2,1,acc
368,3,0,1,1,2,2,acc
369,3,0,1,2,0,0,unacc
370,3,0,1,2,0,1,unacc
371,3,0,1,2,0,2,acc
372,3,0,1,2,1,0,unacc
373,3,0,1,2,1,1,acc
374,3,0,1,2,1,2,acc
375,3,0,1,2,2,0,unacc
376,3,0,1,2,2,1,acc
377,3,0,1,2,2,2,acc
378,3,0,2,0,0,0,unacc
379,3,0,2,0,0,1,unacc
380,3,0,2,0,0,2,unacc
381,3,0,2,0,1,0,unacc
382,3,0,2,0,1,1,unacc
383,3,0,2,0,1,2,unacc
384,3,0,2,0,2,0,unacc
385,3,0,2,0,2,1,unacc
386,3,0,2,0,2,2,unacc
387,3,0,2,1,0,0,unacc
388,3,0,2,1,0,1,unacc
389,3,0,2,1,0,2,acc
390,3,0,2,1,1,0,unacc
391,3,0,2,1,1,1,acc
392,3,0,2,1,1,2,acc
393,3,0,2,1,2,0,unacc
394,3,0,2,1,2,1,acc
395,3,0,2,1,2,2,acc
396,3,0,2,2,0,0,unacc
397,3,0,2,2,0,1,unacc
398,3,0,2,2,0,2,acc
399,3,0,2,2,1,0,unacc
400,3,0,2,2,1,1,acc
401,3,0,2,2,1,2,acc
402,3,0,2,2,2,0,unacc
403,3,0,2,2,2,1,acc
404,3,0,2,2,2,2,acc
405,3,0,3,0,0,0,unacc
406,3,0,3,0,0,1,unacc
407,3,0,3,0,0,2,unacc
408,3,0,3,0,1,0,unacc
409,3,0,3,0,1,1,unacc
410,3,0,3,0,1,2,unacc
411,3,0,3,0,2,0,unacc
412,3,0,3,0,2,1,unacc
413,3,0,3,0,2,2,unacc
414,3,0,3,1,0,0,unacc
415,3,0,3,1,0,1,unacc
416,3,0,3,1,0,2,acc
417,3,0,3,1,1,0,unacc
418,3,0,3,1,1,1,acc
419,3,0,3,1,1,2,acc
420,3,0,3,1,2,0,unacc
421,3,0,3,1,2,1,acc
422,3,0,3,1,2,2,acc
423,3,0,3,2,0,0,unacc
424,3,0,3,2,0,1,unacc
425,3,0,3,2,0,2,acc
426,3,0,3,2,1,0,unacc
427,3,0,3,2,1,1,acc
428,3,0,3,2,1,2,acc
429,3,0,3,2,2,0,unacc
430,3,0,3,2,2,1,acc
431,3,0,3,2,2,2,acc
432,2,3,0,0,0,0,unacc
433,2,3,0,0,0,1,unacc
434,2,3,0,0,0,2,unacc
435,2,3,0,0,1,0,unacc
436,2,3,0,0,1,1,unacc
437,2,3,0,0,1,2,unacc
438,2,3,0,0,2,0,unacc
439,2,3,0,0,2,1,unacc
440,2,3,0,0,2,2,unacc
441,2,3,0,1,0,0,unacc
442,2,3,0,1,0,1,unacc
443,2,3,0,1,0,2,unacc
444,2,3,0,1,1,0,unacc
445,2,3,0,1,1,1,unacc
446,2,3,0,1,1,2,unacc
447,2,3,0,1,2,0,unacc
448,2,3,0,1,2,1,unacc
449,2,3,0,1,2,2,unacc
450,2,3,0,2,0,0,unacc
451,2,3,0,2,0,1,unacc
452,2,3,0,2,0,2,unacc
453,2,3,0,2,1,0,unacc
454,2,3,0,2,1,1,unacc
455,2,3,0,2,1,2,unacc
456,2,3,0,2,2,0,unacc
457,2,3,0,2,2,1,unacc
458,2,3,0,2,2,2,unacc
459,2,3,1,0,0,0,unacc
460,2,3,1,0,0,1,unacc
461,2,3,1,0,0,2,unacc
462,2,3,1,0,1,0,unacc
463,2,3,1,0,1,1,unacc
464,2,3,1,0,1,2,unacc
465,2,3,1,0,2,0,unacc
466,2,3,1,0,2,1,unacc
467,2,3,1,0,2,2,unacc
468,2,3,1,1,0,0,unacc
469,2,3,1,1,0,1,unacc
470,2,3,1,1,0,2,unacc
471,2,3,1,1,1,0,unacc
472,2,3,1,1,1,1,unacc
473,2,3,1,1,1,2,unacc
474,2,3,1,1,2,0,unacc
475,2,3,1,1,2,1,unacc
476,2,3,1,1,2,2,unacc
477,2,3,1,2,0,0,unacc
478,2,3,1,2,0,1,unacc
479,2,3,1,2,0,2,unacc
480,2,3,1,2,1,0,unacc
481,2,3,1,2,1,1,unacc
482,2,3,1,2,1,2,unacc
483,2,3,1,2,2,0,unacc
484,2,3,1,2,2,1,unacc
485,2,3,1,2,2,2,unacc
486,2,3,2,0,0,0,unacc
487,2,3,2,0,0,1,unacc
488,2,3,2,0,0,2,unacc
489,2,3,2,0,1,0,unacc
490,2,3,2,0,1,1,unacc
491,2,3,2,0,1,2,unacc
492,2,3,2,0,2,0,unacc
493,2,3,2,0,2,1,unacc
494,2,3,2,0,2,2,unacc
495,2,3,2,1,0,0,unacc
496,2,3,2,1,0,1,unacc
497,2,3,2,1,0,2,unacc
498,2,3,2,1,1,0,unacc
499,2,3,2,1,1,1,unacc
500,2,3,2,1,1,2,unacc
501,2,3,2,1,2,0,unacc
502,2,3,2,1,2,1,unacc
503,2,3,2,1,2,2,unacc
504,2,3,2,2,0,0,unacc
505,2,3,2,2,0,1,unacc
506,2,3,2,2,0,2,unacc
507,2,3,2,2,1,0,unacc
508,2,3,2,2,1,1,unacc
509,2,3,2,2,1,2,unacc
510,2,3,2,2,2,0,unacc
511,2,3,2,2,2,1,unacc
512,2,3,2,2,2,2,unacc
513,2,3,3,0,0,0,unacc
514,2,3,3,0,0,1,unacc
515,2,3,3,0,0,2,unacc
516,2,3,3,0,1,0,unacc
517,2,3,3,0,1,1,unacc
518,2,3,3,0,1,2,unacc
519,2,3,3,0,2,0,unacc
520,2,3,3,0,2,1,unacc
521,2,3,3,0,2,2,unacc
522,2,3,3,1,0,0,unacc
523,2,3,3,1,0,1,unacc
524,2,3,3,1,0,2,unacc
525,2,3,3,1,1,0,unacc
526,2,3,3,1,1,1,unacc
527,2,3,3,1,1,2,unacc
528,2,3,3,1,2,0,unacc
529,2,3,3,1,2,1,unacc
530,2,3,3,1,2,2,unacc
531,2,3,3,2,0,0,unacc
532,2,3,3,2,0,1,unacc
533,2,3,3,2,0,2,unacc
534,2,3,3,2,1,0,unacc
535,2,3,3,2,1,1,unacc
536,2,3,3,2,1,2,unacc
537,2,3,3,2,2,0,unacc
538,2,3,3,2,2,1,unacc
539,2,3,3,2,2,2,unacc
540,2,2,0,0,0,0,unacc
541,2,2,0,0,0,1,unacc
542,2,2,0,0,0,2,unacc
543,2,2,0,0,1,0,unacc
544,2,2,0,0,1,1,unacc
545,2,2,0,0,1,2,unacc
546,2,2,0,0,2,0,unacc
547,2,2,0,0,2,1,unacc
548,2,2,0,0,2,2,unacc
549,2,2,0,1,0,0,unacc
550,2,2,0,1,0,1,unacc
551,2,2,0,1,0,2,acc
552,2,2,0,1,1,0,unacc
553,2,2,0,1,1,1,unacc
554,2,2,0,1,1,2,acc
555,2,2,0,1,2,0,unacc
556,2,2,0,1,2,1,acc
557,2,2,0,1,2,2,acc
558,2,2,0,2,0,0,unacc
559,2,2,0,2,0,1,unacc
560,2,2,0,2,0,2,unacc
561,2,2,0,2,1,0,unacc
562,2,2,0,2,1,1,unacc
563,2,2,0,2,1,2,acc
564,2,2,0,2,2,0,unacc
565,2,2,0,2,2,1,acc
566,2,2,0,2,2,2,acc
567,2,2,1,0,0,0,unacc
568,2,2,1,0,0,1,unacc
569,2,2,1,0,0,2,unacc
570,2,2,1,0,1,0,unacc
571,2,2,1,0,1,1,unacc
572,2,2,1,0,1,2,unacc
573,2,2,1,0,2,0,unacc
574,2,2,1,0,2,1,unacc
575,2,2,1,0,2,2,unacc
576,2,2,1,1,0,0,unacc
577,2,2,1,1,0,1,unacc
578,2,2,1,1,0,2,acc
579,2,2,1,1,1,0,unacc
580,2,2,1,1,1,1,unacc
581,2,2,1,1,1,2,acc
582,2,2,1,1,2,0,unacc
583,2,2,1,1,2,1,acc
584,2,2,1,1,2,2,acc
585,2,2,1,2,0,0,unacc
586,2,2,1,2,0,1,unacc
587,2,2,1,2,0,2,acc
588,2,2,1,2,1,0,unacc
589,2,2,1,2,1,1,acc
590,2,2,1,2,1,2,acc
591,2,2,1,2,2,0,unacc
592,2,2,1,2,2,1,acc
593,2,2,1,2,2,2,acc
594,2,2,2,0,0,0,unacc
595,2,2,2,0,0,1,unacc
596,2,2,2,0,0,2,unacc
597,2,2,2,0,1,0,unacc
598,2,2,2,0,1,1,unacc
599,2,2,2,0,1,2,unacc
600,2,2,2,0,2,0,unacc
601,2,2,2,0,2,1,unacc
602,2,2,2,0,2,2,unacc
603,2,2,2,1,0,0,unacc
604,2,2,2,1,0,1,unacc
605,2,2,2,1,0,2,acc
606,2,2,2,1,1,0,unacc
607,2,2,2,1,1,1,acc
608,2,2,2,1,1,2,acc
609,2,2,2,1,2,0,unacc
610,2,2,2,1,2,1,acc
611,2,2,2,1,2,2,acc
612,2,2,2,2,0,0,unacc
613,2,2,2,2,0,1,unacc
614,2,2,2,2,0,2,acc
615,2,2,2,2,1,0,unacc
616,2,2,2,2,1,1,acc
617,2,2,2,2,1,2,acc
618,2,2,2,2,2,0,unacc
619,2,2,2,2,2,1,acc
620,2,2,2,2,2,2,acc
621,2,2,3,0,0,0,unacc
622,2,2,3,0,0,1,unacc
623,2,2,3,0,0,2,unacc
624,2,2,3,0,1,0,unacc
625,2,2,3,0,1,1,unacc
626,2,2,3,0,1,2,unacc
627,2,2,3,0,2,0,unacc
628,2,2,3,0,2,1,unacc
629,2,2,3,0,2,2,unacc
630,2,2,3,1,0,0,unacc
631,2,2,3,1,0,1,unacc
632,2,2,3,1,0,2,acc
633,2,2,3,1,1,0,unacc
634,2,2,3,1,1,1,acc
635,2,2,3,1,1,2,acc
636,2,2,3,1,2,0,unacc
637,2,2,3,1,2,1,acc
638,2,2,3,1,2,2,acc
639,2,2,3,2,0,0,unacc
640,2,2,3,2,0,1,unacc
641,2,2,3,2,0,2,acc
642,2,2,3,2,1,0,unacc
643,2,2,3,2,1,1,acc
644,2,2,3,2,1,2,acc
645,2,2,3,2,2,0,unacc
646,2,2,3,2,2,1,acc
647,2,2,3,2,2,2,acc
648,2,1,0,0,0,0,unacc
649,2,1,0,0,0,1,unacc
650,2,1,0,0,0,2,unacc
651,2,1,0,0,1,0,unacc
652,2,1,0,0,1,1,unacc
653,2,1,0,0,1,2,unacc
654,2,1,0,0,2,0,unacc
655,2,1,0,0,2,1,unacc
656,2,1,0,0,2,2,unacc
657,2,1,0,1,0,0,unacc
658,2,1,0,1,0,1,unacc
659,2,1,0,1,0,2,acc
660,2,1,0,1,1,0,unacc
661,2,1,0,1,1,1,unacc
662,2,1,0,1,1,2,acc
663,2,1,0,1,2,0,unacc
664,2,1,0,1,2,1,acc
665,2,1,0,1,2,2,acc
666,2,1,0,2,0,0,unacc
667,2,1,0,2,0,1,unacc
668,2,1,0,2,0,2,unacc
669,2,1,0,2,1,0,unacc
670,2,1,0,2,1,1,unacc
671,2,1,0,2,1,2,acc
672,2,1,0,2,2,0,unacc
673,2,1,0,2,2,1,acc
674,2,1,0,2,2,2,acc
675,2,1,1,0,0,0,unacc
676,2,1,1,0,0,1,unacc
677,2,1,1,0,0,2,unacc
678,2,1,1,0,1,0,unacc
679,2,1,1,0,1,1,unacc
680,2,1,1,0,1,2,unacc
681,2,1,1,0,2,0,unacc
682,2,1,1,0,2,1,unacc
683,2,1,1,0,2,2,unacc
684,2,1,1,1,0,0,unacc
685,2,1,1,1,0,1,unacc
686,2,1,1,1,0,2,acc
687,2,1,1,1,1,0,unacc
688,2,1,1,1,1,1,unacc
689,2,1,1,1,1,2,acc
690,2,1,1,1,2,0,unacc
691,2,1,1,1,2,1,acc
692,2,1,1,1,2,2,acc
693,2,1,1,2,0,0,unacc
694,2,1,1,2,0,1,unacc
695,2,1,1,2,0,2,acc
696,2,1,1,2,1,0,unacc
697,2,1,1,2,1,1,acc
698,2,1,1,2,1,2,acc
699,2,1,1,2,2,0,unacc
700,2,1,1,2,2,1,acc
701,2,1,1,2,2,2,acc
702,2,1,2,0,0,0,unacc
703,2,1,2,0,0,1,unacc
704,2,1,2,0,0,2,unacc
705,2,1,2,0,1,0,unacc
706,2,1,2,0,1,1,unacc
707,2,1,2,0,1,2,unacc
708,2,1,2,0,2,0,unacc
709,2,1,2,0,2,1,unacc
710,2,1,2,0,2,2,unacc
711,2,1,2,1,0,0,unacc
712,2,1,2,1,0,1,unacc
713,2,1,2,1,0,2,acc
714,2,1,2,1,1,0,unacc
715,2,1,2,1,1,1,acc
716,2,1,2,1,1,2,acc
717,2,1,2,1,2,0,unacc
718,2,1,2,1,2,1,acc
719,2,1,2,1,2,2,acc
720,2,1,2,2,0,0,unacc
721,2,1,2,2,0,1,unacc
722,2,1,2,2,0,2,acc
723,2,1,2,2,1,0,unacc
724,2,1,2,2,1,1,acc
725,2,1,2,2,1,2,acc
726,2,1,2,2,2,0,unacc
727,2,1,2,2,2,1,acc
728,2,1,2,2,2,2,acc
729,2,1,3,0,0,0,unacc
730,2,1,3,0,0,1,unacc
731,2,1,3,0,0,2,unacc
732,2,1,3,0,1,0,unacc
733,2,1,3,0,1,1,unacc
734,2,1,3,0,1,2,unacc
735,2,1,3,0,2,0,unacc
736,2,1,3,0,2,1,unacc
737,2,1,3,0,2,2,unacc
738,2,1,3,1,0,0,unacc
739,2,1,3,1,0,1,unacc
740,2,1,3,1,0,2,acc
741,2,1,3,1,1,0,unacc
742,2,1,3,1,1,1,acc
743,2,1,3,1,1,2,acc
744,2,1,3,1,2,0,unacc
745,2,1,3,1,2,1,acc
746,2,1,3,1,2,2,acc
747,2,1,3,2,0,0,unacc
748,2,1,3,2,0,1,unacc
749,2,1,3,2,0,2,acc
750,2,1,3,2,1,0,unacc
751,2,1,3,2,1,1,acc
752,2,1,3,2,1,2,acc
753,2,1,3,2,2,0,unacc
754,2,1,3,2,2,1,acc
755,2,1,3,2,2,2,acc
756,2,0,0,0,0,0,unacc
757,2,0,0,0,0,1,unacc
758,2,0,0,0,0,2,unacc
759,2,0,0,0,1,0,unacc
760,2,0,0,0,1,1,unacc
761,2,0,0,0,1,2,unacc
762,2,0,0,0,2,0,unacc
763,2,0,0,0,2,1,unacc
764,2,0,0,0,2,2,unacc
765,2,0,0,1,0,0,unacc
766,2,0,0,1,0,1,unacc
767,2,0,0,1,0,2,acc
768,2,0,0,1,1,0,unacc
769,2,0,0,1,1,1,unacc
770,2,0,0,1,1,2,acc
771,2,0,0,1,2,0,unacc
772,2,0,0,1,2,1,acc
773,2,0,0,1,2,2,acc
774,2,0,0,2,0,0,unacc
775,2,0,0,2,0,1,unacc
776,2,0,0,2,0,2,unacc
777,2,0,0,2,1,0,unacc
778,2,0,0,2,1,1,unacc
779,2,0,0,2,1,2,acc
780,2,0,0,2,2,0,unacc
